CA,CEN,MID_AT,NE,NW,N_CEN,SE,SW,TX
42421,74383,92642,33284,27339,84021,120761,42276,55649
42177,68801,84409,30137,26959,77207,109198,40006,51123
40833,63184,78476,27964,26036,71743,99676,36694,47141
37139,59295,74348,26451,24098,67602,92593,33291,44468
33953,56693,71984,25799,22513,65043,88165,30956,42818
31527,55160,71445,25692,21451,63830,85800,29043,41990
30201,54413,73643,26450,20955,64601,86126,27815,41992
29163,55620,78057,28696,20751,67314,89425,27066,43455
28763,57588,85633,32746,21098,72985,94762,27055,45627
29211,61289,93748,36906,22078,79450,101047,27540,47632
30275,65521,101852,40403,23809,84893,108978,28747,50352
31332,69514,109790,43327,25554,89953,117288,30245,53539
33298,73200,116187,45976,26602,93979,125832,32184,57159
35520,76267,121233,48152,27146,97011,133772,34205,60310
37402,79332,125323,49894,27537,99404,139647,36278,62677
39405,81943,127875,51137,27758,101065,144570,38184,64271
40746,83748,129593,52219,27923,102164,148184,39471,65468
41987,84909,130837,52961,28242,102694,150374,41061,66723
43653,85905,131231,53338,28501,102765,150899,42611,67425
45259,85688,129892,53149,28887,101918,149562,43961,66956
46392,84384,126624,52203,29106,99816,146292,44692,65052
46654,81438,122098,50737,28858,96084,141503,44254,62532
46086,78503,118593,49534,28379,93057,136711,42889,60463
45026,75998,110678,47156,27974,89167,131296,41322,59373
43700,71923,100723,42946,27652,81867,121081,40342,55539
42873,65918,91823,39008,27304,74825,109659,38207,50641
41175,60569,85402,36123,26308,69567,100119,35192,46745
37648,56841,81068,34225,24407,65736,93768,32036,44003
34163,54328,78244,32949,22703,63452,89414,29962,42110
31810,52802,77486,32370,21538,62414,87202,28370,41085
30281,52539,79450,32648,20944,63334,87562,27246,40927
29219,53398,83872,34464,20685,66020,90758,26675,42258
28985,55673,91739,38398,20875,71304,96305,26776,44264
29192,58509,99701,42525,21574,76815,103584,27277,46210
30323,62311,107307,45887,23106,81708,112553,28644,49267
31715,65481,114191,48605,24950,85922,121993,30461,52964
33654,68933,119205,50717,26261,89388,131591,32544,56924
35415,71932,122671,52055,27218,91648,140396,34865,60672
37102,74540,125185,52583,27941,93101,147065,37294,63891
38600,76833,126814,53370,28509,94139,151961,39448,66842
39470,78655,127196,54068,28880,94296,154957,41175,69078
40266,80078,127959,54753,29465,94365,156653,43007,70606
41449,80822,127754,54916,30081,93209,156959,44797,71270
42409,80733,126228,54530,30525,91633,154788,46147,70576
42977,79909,122527,53382,30795,89165,150949,46915,68770
42723,77566,118640,51682,30459,85874,145929,46435,66000
41672,75221,115293,50342,30024,83222,141283,44981,63310
40479,72907,107705,47811,29554,80353,135392,43474,61389
39501,68950,98581,43601,29034,74367,124917,42310,56921
39469,63912,90289,39642,28460,68021,113661,40428,51926
38484,58513,84167,36742,27232,63359,104479,37281,47433
35611,54823,79769,34640,25314,60209,97490,34261,44245
32745,52710,77206,33346,23317,58205,92713,31783,42230
30777,51514,76435,32702,22051,57397,89966,29945,40949
29289,51126,78294,32953,21363,58297,89740,28625,40733
28643,52143,82028,34563,21071,60670,92255,27838,41803
28272,54109,88364,37896,21204,65445,97212,27774,43447
28667,57499,94950,41650,21869,70891,103924,28167,45698
29418,61873,101319,44928,23364,75714,112887,29587,49517
30617,66199,106931,47482,25136,79699,122412,31484,53759
32702,70391,111672,49448,26754,82777,131837,33834,58308
34595,74342,115006,50749,27803,84912,139991,36125,62315
35959,77907,117481,51303,28597,86724,146166,38390,65821
37201,80868,118219,50864,29197,87901,150401,40603,69118
38087,82773,117832,50124,29552,88477,151759,42108,71327
38482,84496,116595,49506,29872,88700,151214,43903,72977
39224,85635,113899,48548,30177,88409,149666,45633,74037
39949,85666,109540,46688,30359,86719,146808,46544,73743
40327,84089,104780,44609,30368,83876,142501,46961,71849
39949,81194,100064,42779,29912,80083,137410,46286,68770
39090,77966,96507,41637,29375,77130,132568,44655,65535
38030,75074,90936,39708,28796,74382,126974,42806,63255
37340,70760,83409,36573,28180,69009,118048,41446,58977
37616,65850,76256,33472,27537,63210,108358,39486,54259
37147,60696,71175,31128,26294,58892,99689,36605,49911
35043,56715,67698,29553,24424,55745,93232,33547,46534
32523,53857,65320,28462,22837,53713,88908,31223,44057
30699,52277,64182,27823,21562,52720,85865,29413,42383
29478,51369,63818,27453,20945,52453,84475,28061,41397
28446,50930,64215,27797,20562,52538,84447,27152,41314
27922,51633,68516,29387,20516,54918,86366,26694,41476
27974,53642,75188,31771,20735,59139,91292,26367,42920
28316,58041,82045,34358,21521,63988,100375,27061,47037
28466,63321,87872,36520,22730,68076,110968,28778,52117
29445,68503,92061,38086,24287,71191,121083,31400,57310
30970,73023,95283,39162,25753,73589,129871,34254,61832
32222,76652,97388,39805,26720,75291,136456,36906,65227
33575,79338,99032,40089,27309,76445,140550,39121,67778
34104,81599,100471,40281,27405,77295,142986,40714,69744
34669,83050,101728,40501,27511,78244,144609,42302,71195
35169,84484,101860,40505,27644,78705,145045,43803,72214
35565,85030,100249,39830,27716,78071,144316,45175,72333
35918,84178,96515,38522,27822,76356,141075,45986,71042
35898,81764,92219,36939,27478,73812,136211,45545,68212
35617,78589,90143,36051,27009,72357,131495,44115,65063
35319,75807,85094,34720,26576,70478,126372,42469,63078
34889,71987,78372,32266,26164,66098,117806,41398,59086
35354,66861,72040,29613,26002,61378,108047,39669,54532
35264,61832,67299,27578,25305,57598,99804,37063,50382
33174,58022,64095,26085,23828,54894,93643,34435,47073
31070,55194,61716,25118,22210,53059,89006,32040,44556
29350,53277,60465,24534,21277,51856,85929,30217,42702
27864,52436,59566,24132,20639,51482,84283,28827,41469
27277,51176,59254,24124,20362,51036,83723,27916,40954
26955,50804,62716,25470,20272,52411,84841,27441,40442
26855,52775,69154,27879,20439,56780,89877,26994,41394
26899,57900,76032,30584,20997,61965,98703,27500,45598
26818,63432,82478,32828,22124,66794,108649,29182,50769
27705,68814,87919,34465,23536,70979,117341,31749,56116
28794,74108,92483,35532,24954,74728,124690,34567,61183
30365,78853,96166,36220,25961,77495,130076,37456,65431
31702,82898,98861,36738,26400,79395,134148,39706,68881
32153,85781,101307,37102,26723,81388,136302,41364,71490
32935,87840,102953,37452,26999,83492,137646,42972,73333
33663,89739,103821,37714,27155,85209,138325,44493,74696
34472,90361,102766,37608,27358,85652,137918,45729,75127
35192,89922,100307,37206,27681,84619,135584,46336,74285
35402,87382,97831,36746,27632,82031,132479,45985,71633
35436,84486,96425,36627,27378,80075,129337,44617,68598
35328,81599,91218,35515,27134,77537,125116,43141,66408
35060,76941,83846,32875,26718,72038,117347,42303,61552
35501,70723,77066,30201,26445,66315,107771,40458,55784
35238,64920,72225,28289,25647,61985,99369,37563,51076
32932,60831,69336,27122,24025,59082,93957,34790,47803
30240,57680,67669,26449,22268,57211,90504,32332,45478
28436,55945,67670,26461,21205,56769,88551,30611,44037
27129,55167,70276,27256,20645,57986,89432,29369,43560
26792,55890,74440,29063,20440,60518,93038,28689,44499
26683,57720,80623,31862,20725,65310,98479,28736,46100
26995,61105,86024,34548,21672,70379,104814,29201,48457
28326,66132,90541,36246,23362,74542,112293,30709,52610
29678,71391,94778,37342,25467,77929,120662,33054,57832
32117,77129,97857,38093,27125,80532,129445,35597,63598
33882,82585,100018,38440,28136,82468,137231,38295,68953
35667,87563,101584,38532,28874,83836,143496,40736,73455
37095,91276,102358,38483,29520,84901,149322,43226,77029
37837,93906,102072,38429,29787,85487,152765,44897,79679
38192,95496,101864,38345,30006,85645,154821,46247,80880
38914,96711,100567,37844,29986,85426,155052,47478,81671
39460,96082,97353,37123,30011,84173,153671,48436,81290
39669,94512,93050,36165,29900,81929,150638,48798,80236
39837,92311,89388,35510,30041,79009,146988,48583,77772
39509,89352,87483,35182,29998,76576,143161,47506,74792
38644,86542,81749,33519,29614,73831,137545,45810,71981
37974,81161,74070,30412,29126,67869,127547,44603,66497
38224,75020,67651,27522,28526,62053,116350,42478,60404
37481,68872,63503,25556,27131,57963,106835,38885,55020
34578,64469,60651,24251,25049,55191,99986,35724,51162
31657,61102,59160,23510,23159,53258,95340,33264,48538
29752,58974,59227,23360,21965,52754,92561,31488,46769
28603,58019,61557,23883,21342,53997,92398,30060,46051
27951,58261,65264,25470,20953,56310,94919,29237,46825
27685,59819,70868,28368,21128,60857,99515,29166,48408
27835,62841,75505,31129,22031,65451,104749,29618,50341
28805,66957,79041,32856,23640,68783,111269,31135,54118
30015,71864,82133,34068,25592,71480,117717,33492,59360
32437,77058,84305,35075,27190,73825,124275,36109,65506
34228,81825,86092,35620,28059,75881,129997,38872,71218
35979,86050,87931,36028,28776,77578,134838,41538,75970
37607,90166,89309,36264,29054,79480,139116,44097,79943
38295,92677,90908,36195,29236,80911,141986,45668,82271
38841,94534,92440,36074,29234,82216,144086,46993,83075
39686,95603,93247,35983,29126,83212,145377,48057,83290
40496,95529,92181,35453,28984,82998,144385,48567,83027
41037,94361,89628,34576,28672,81575,141052,48556,81941
41485,91963,87250,34186,28618,79333,136387,48017,79344
41189,89110,86480,34073,28432,77583,131752,46515,76966
40240,85690,81331,32607,27992,74989,126068,44865,74321
39344,80354,74121,29728,27561,69003,116123,43844,69030
39443,73967,67409,26964,27027,63101,104998,41767,63137
38451,68008,63107,25072,25982,58817,95887,38555,57935
35287,63584,60668,23750,24006,55980,89585,35506,54147
32264,60449,59232,23133,22282,54142,85505,32759,51404
30318,58540,59478,23089,21222,53703,83323,30831,49540
28867,57702,61822,23687,20719,55029,83721,29508,48770
28246,58240,65796,25541,20472,57801,86792,28878,49454
28195,59939,71835,28654,20734,62515,91464,28882,50960
28691,63033,77366,31663,21740,67852,96757,29459,52609
29904,67196,82156,33726,23412,72291,103230,31126,55864
31183,72042,86591,35088,25246,76405,110207,33448,60203
33029,76836,90058,36159,26434,80080,117386,36079,65256
35158,81358,92694,36855,27182,83061,124211,38787,70237
37047,86124,96259,37460,27551,86309,130775,41616,74693
38665,90426,99513,38020,27987,89775,137314,44045,78378
39753,93542,102733,38352,28263,92564,143114,45558,80714
40862,96080,105342,38593,28471,95117,148140,46784,81991
42417,97799,106629,38700,28832,96633,151472,48149,82837
43670,97883,105966,38264,29171,96824,151861,48742,82541
44626,96810,103369,37385,29338,95468,148786,48584,80571
44731,93899,100107,36333,29054,92704,142602,47511,77109
43926,90313,97786,35834,28610,89941,135942,45788,73693
42823,86981,91779,34356,28126,86702,129021,44374,71194
41592,81757,83322,31394,27742,80008,118121,43226,66237
41119,75683,75919,28558,27323,73182,105968,41220,60437
40012,69621,70800,26518,26307,68148,96262,38091,55501
36809,65087,67382,25192,24494,64707,89504,35104,51794
33402,61742,65463,24453,22574,62265,85140,32757,49226
31124,59428,65167,24235,21464,61266,82588,30962,47655
29409,58512,67488,24798,20816,62497,82609,29744,47129
28933,59031,71809,26618,20553,65239,85844,29070,48002
28575,60699,78573,29842,20707,70308,90767,29126,49723
28820,64046,85561,33158,21575,76401,97404,29673,51515
29440,69214,92508,35809,23073,82370,105993,31228,55078
30979,74648,99693,37785,25027,87610,115630,33363,59574
33573,80432,106093,39437,26320,92841,125904,35878,64441
35788,85613,111849,40702,27275,97717,136402,38553,68909
37759,90479,117216,41932,28124,101705,145807,41261,72565
39486,94437,121681,42978,28662,104767,153913,43711,75117
40680,97144,124781,43766,29029,106683,160348,45588,76742
41830,98388,127195,44452,29631,108022,164596,47095,77891
43470,99684,128189,44930,29961,108550,167029,48120,78117
44876,99319,126590,44644,30240,107736,166407,48688,77549
45872,98188,123434,43705,30509,105792,162687,48835,76060
45969,95419,119468,42320,30123,102766,156382,47803,73281
45096,92454,116790,41573,29717,99495,149642,46278,70501
43762,89299,109978,39824,29228,95689,142953,44711,68642
42382,83727,100504,36455,28766,88161,131192,43856,64037
41827,77674,92339,33097,28183,80741,118694,41840,58784
40566,71854,86229,30624,27004,74810,108034,38713,54309
37353,67394,82245,29028,25110,70652,100309,35919,51204
33998,63948,79519,28121,23293,67609,94923,33535,48978
31629,61678,78416,27812,21967,66152,91811,31803,47499
30393,60422,79982,28269,21242,66573,91365,30579,46922
29377,60653,83338,29965,20834,68518,93603,29800,47538
28883,62017,89463,33016,20929,73315,98346,29709,48797
29279,65690,96954,36398,21779,79101,105158,30076,50481
30305,70521,104724,39057,23246,84811,114997,31397,54084
31484,75904,112296,41249,25135,89982,126883,33500,58347
33506,81102,118990,43377,26721,94586,139119,36092,62649
35611,85697,123221,45319,27899,98025,150449,38897,66427
37665,89449,126480,47178,28811,100455,159322,41548,69298
39481,92366,128483,48844,29211,101833,166451,43821,71953
40294,94193,129355,50077,29638,102096,170950,45452,73625
41026,95772,129312,50796,30103,101092,173765,46904,74635
42205,96508,125921,51078,30421,99689,174889,48247,75018
43413,95764,122094,50478,30725,98196,173483,48933,74247
44381,94370,116527,49065,30743,95813,168794,49153,72331
44519,91288,111247,47110,30172,92064,162588,48264,69409
43749,87856,106484,45625,29474,88707,156457,46432,66673
42525,84901,97103,43420,28815,84938,149998,44524,64880
41105,80484,84816,39867,28176,77925,139452,43245,61237
40592,75281,77017,36195,27666,71480,127655,41373,57065
39701,69813,71134,33245,26849,66423,117189,38521,53012
36868,65261,67229,31087,25074,62524,108727,35781,49828
33879,61860,64595,29625,23384,59964,102225,33419,47396
31537,59459,63074,28739,22153,58248,97755,31407,45583
30154,57896,62579,28212,21316,57765,95204,29961,44619
29219,57125,62811,28334,20828,57537,93674,29007,44527
28728,57283,66486,30274,20673,59449,94639,28550,44699
28603,59120,72525,33490,20845,64415,100176,28252,45791
28911,63650,79519,36932,21332,70520,111081,28844,49166
29006,69468,85964,39730,22413,76292,123706,30490,53210
30179,75361,91204,41686,23985,81053,136377,33178,57246
32105,79961,95436,43079,25672,84807,147855,36085,60468
33996,83692,98935,44008,26967,87858,156831,38683,62922
35849,86820,101953,44716,27721,90343,163187,40912,64258
36796,88792,104152,45160,28141,92144,167643,42349,64911
37847,90476,105775,45413,28381,93342,170626,43751,65406
39165,91532,106606,45431,28693,94048,171828,45082,65999
40299,91596,105931,45101,28962,93639,170928,46286,66424
41120,90527,103728,44198,29092,91918,167688,46969,65657
41533,87843,100318,42722,28862,88796,161868,46463,63240
41248,84879,97702,41790,28286,85856,156083,44980,61173
40546,82022,92743,40360,27736,82861,149945,43261,59793
39524,76843,85899,37615,27279,77237,139963,42041,56472
39013,72419,79031,34569,26791,71281,128697,40347,52840
38278,67382,73907,32059,25822,66224,118873,37552,49169
35886,63229,70092,30247,24187,62539,110663,34926,46285
33215,60128,67086,28943,22834,59905,104772,32621,44100
30976,57898,65333,28090,21495,57833,100335,30771,42528
29731,56442,64346,27527,20842,57100,97562,29440,41517
28944,55710,63799,27400,20487,56179,95655,28360,41183
28268,55551,67534,28889,20345,57781,96037,27791,41231
28004,57110,74789,31777,20396,62866,101395,27325,42034
27904,61763,83381,35154,20791,69111,112679,27308,45104
27643,67490,91247,38227,21770,75100,126305,28715,48313
28519,72836,98031,40658,23240,80255,138441,31101,51618
30126,77498,103204,42568,24791,84611,149288,33778,54801
31535,81649,106031,43901,25929,88048,157521,36644,57356
33333,84542,107334,44654,26716,90094,163331,38926,59512
34601,86695,109499,45043,27168,91826,167088,41253,61035
35812,88006,111721,44993,27566,93420,168421,43177,61888
37004,88960,112066,44834,27959,94273,167615,44702,61973
38328,89243,110504,44489,28289,94037,164705,46095,61734
39486,88142,107322,43984,28500,92376,159771,46931,60801
39980,86070,103618,42703,28451,89280,153982,46754,59180
40035,83434,100680,41791,28066,86549,147893,45336,57879
39676,80949,94771,40042,27711,83867,141339,43779,57343
38792,76822,86956,36756,27309,78029,131362,42451,54441
38680,71552,80008,33438,26908,71887,120119,40377,50586
37980,66417,74693,31043,25995,66968,110268,37452,47121
35283,62523,71129,29447,24230,63697,103115,34627,44738
32311,59762,68623,28311,22411,61373,98070,32241,43171
30311,58042,68101,27935,21361,60465,95052,30541,42462
29318,57545,69852,28297,20712,61463,94582,29288,42776
28355,58162,73441,29799,20421,64047,96834,28635,44315
27991,60371,80027,33042,20645,69239,101358,28638,46488
28379,63479,87284,36510,21454,75834,107114,29141,48094
29317,68353,94320,39322,23081,82286,115120,30409,50962
30738,73723,101063,41657,24975,88203,124555,32201,54984
33268,78640,106905,43456,26716,94236,134503,35127,59164
35366,83046,111531,44645,27873,98667,143609,37845,62754
37357,87165,115282,45566,28912,102329,151369,40557,65967
